O*NET-SOC Code	Alternate Title	Short Title	Source(s)
11-3021.00	IT Account Manager (Information Technology Account Manager)	IT Account Manager	03
11-3021.00	IT Auditor (Information Technology Auditor)	IT Auditor	08
11-3021.00	IT Program Management Specialist (Information Technology Program Management Specialist)	IT Program Management Specialist	08
11-3021.00	Knowledge Manager	n/a	09
11-3021.00	Management Information Systems Coordinator (MIS Coordinator)	MIS Coordinator	02
11-3021.00	MIS Director (Management Information Systems Director)	MIS Director	02,04
11-3021.00	MIS Manager (Management Information Systems Manager)	MIS Manager	02
11-3021.00	MIS Specialist (Management Information Systems Specialist)	MIS Specialist	09
11-3021.00	Network Manager	n/a	04,06,07
11-3021.00	Network Services and Operations Project Manager	n/a	01
11-3021.00	Network Software Manager	n/a	02
11-3021.00	Network Support Manager	n/a	02
11-3021.00	Networking Administrator	n/a	09
11-3021.00	Planning or Project Management Information Technology Specialist	n/a	06
11-3021.00	Programming and Software Development Project Manager	n/a	01
11-3021.00	Programming Manager	n/a	02
11-3021.00	Project or Systems Management Computer Consultant	n/a	04,06
11-3021.00	Quality Assurance Manager (QA Manager)	QA Manager	09
11-3021.00	Reporting Analyst	n/a	09
11-3021.00	Software Project Manager	n/a	09
11-3021.00	Supervisory Information Technology Specialist (Supervisory IT Specialist)	Supervisory IT Specialist	02
11-3021.00	System Development Manager	n/a	01
11-3021.00	Systems Administrator	n/a	02
11-3021.00	Systems Development Manager	n/a	04,06,07
11-3021.00	Systems Manager	n/a	02
11-3021.00	Technical Director	n/a	10
11-3021.00	Technical Services Manager	n/a	02
11-3021.00	Technical Solutions Director	n/a	08
11-3021.00	Technology Coordinator	n/a	08
11-3021.00	Technology Director	n/a	10
11-3021.00	Web Administrator	n/a	09
11-3021.00	Web Content Manager	n/a	09
11-3021.00	Website Project Manager	n/a	01
11-3031.00	Banking Center Manager	n/a	04
11-3031.00	Banking Manager	n/a	04
11-3031.00	City Comptroller	n/a	04
11-3031.00	City Treasurer	n/a	04
11-3031.00	Comptroller	n/a	04
11-3031.00	Credit Manager	n/a	04
11-3031.00	Financial Director	n/a	04
11-3031.00	Financial Officer	n/a	04
11-3031.00	Fiscal Manager	n/a	04
11-3031.00	International Bank Manager	n/a	04
11-3031.00	Residential Mortgage Manager	n/a	04
11-3031.01	Business Manager	n/a	02,08
11-3031.01	Chief Financial Officer (CFO)	CFO	01,02,08
11-3031.01	Chief School Finance Officer	n/a	02,08
11-3031.01	City Comptroller	n/a	04,06
11-3031.01	City Controller	n/a	04,06
11-3031.01	City Treasurer	n/a	04,06
11-3031.01	Comptroller	n/a	02,04,06,08
11-3031.01	Controller	n/a	02,04,08,09
11-3031.01	Controller, Operations, and HR Manager	n/a	09
11-3031.01	Corporate Controller	n/a	08
11-3031.01	Cost Controller	n/a	09
11-3031.01	County Treasurer	n/a	04,06
11-3031.01	Director of Finance	n/a	02,09
11-3031.01	Finance Director	n/a	02,08,09
11-3031.01	Finance Manager	n/a	02,08
11-3031.01	Finance Specialist	n/a	09
11-3031.01	Finance Vice President	n/a	02,08
11-3031.01	Financial Administrator	n/a	09
11-3031.01	Financial Controller	n/a	10
11-3031.01	Financial Director	n/a	04,06
11-3031.01	Financial Engineer	n/a	09
11-3031.01	Financial Institution Treasurer	n/a	08
11-3031.01	Financial Institution Vice President	n/a	08
11-3031.01	Financial Officer	n/a	04,06
11-3031.01	Financier	n/a	04,06
11-3031.01	Fiscal Manager	n/a	09
11-3031.01	Fiscal Specialist	n/a	09
11-3031.01	Investment Officer	n/a	09
11-3031.01	Investments Manager	n/a	09
11-3031.01	Payroll Analyst	n/a	09
11-3031.01	Payroll Coordinator	n/a	09
11-3031.01	Plant Controller	n/a	09
11-3031.01	Production Controller	n/a	10
11-3031.01	Reserve Officer	n/a	04,06,08
11-3031.01	School Treasurer	n/a	02,08
11-3031.01	State Comptroller	n/a	04,06
11-3031.01	Treasurer	n/a	02,04,06,08
11-3031.01	Trust Officer	n/a	04,06
11-3031.02	Account Manager	n/a	06
11-3031.02	Accountant Supervisor	n/a	04,06
11-3031.02	Accounts Manager	n/a	08
11-3031.02	Accounts Supervisor	n/a	04,06
11-3031.02	Actuarial Manager	n/a	04,06
11-3031.02	Asset Manager	n/a	08
11-3031.02	Assistant Manager	n/a	02
11-3031.02	Assistant Vice President (AVP)	AVP	02
11-3031.02	ATM Manager (Automatic Teller Machine Manager)	ATM Manager	04,06
11-3031.02	Auditing Manager	n/a	04,06
11-3031.02	Auditor Supervisor	n/a	04,06
11-3031.02	Bank Advisor	n/a	04,06
11-3031.02	Bank Cashier	n/a	04,06
11-3031.02	Bank Consultant	n/a	04,06
11-3031.02	Bank Manager	n/a	04,06
11-3031.02	Bank Officer	n/a	09
11-3031.02	Bank Operations Officer	n/a	09
11-3031.02	Bank President	n/a	09
11-3031.02	Banking Center Manager (BCM)	BCM	02
11-3031.02	Banking Manager	n/a	09
11-3031.02	Banking Officer	n/a	02
11-3031.02	Banking Supervisor	n/a	09
11-3031.02	Branch Banker	n/a	09
11-3031.02	Branch Manager	n/a	02
11-3031.02	Budget Manager	n/a	04,06
11-3031.02	Cash Manager	n/a	09
11-3031.02	Collections Manager	n/a	04,06
11-3031.02	Commercial Banker	n/a	09
11-3031.02	Cost Accounting Manager	n/a	09
11-3031.02	Credit Administration Manager	n/a	02
11-3031.02	Credit and Collection Manager	n/a	04,06,08
11-3031.02	Credit Department Manager	n/a	04,06
11-3031.02	Credit Office Manager	n/a	04,06
11-3031.02	Credit Union Manager	n/a	04,06
11-3031.02	Director of Finance	n/a	09
11-3031.02	District Manager	n/a	04,06
11-3031.02	Exchange Floor Manager	n/a	04,06,08
11-3031.02	Factor	n/a	08
11-3031.02	Field Supervisor	n/a	04
11-3031.02	Finance Director	n/a	09
11-3031.02	Finance Manager	n/a	10
11-3031.02	Finance Officer	n/a	09
11-3031.02	Financial Administrator	n/a	09
11-3031.02	Financial Center Manager	n/a	02
11-3031.02	Financial Engineer	n/a	09
11-3031.02	Financial Institution Assistant Branch Manager	n/a	08
11-3031.02	Financial Institution Branch Manager	n/a	04,06
11-3031.02	Financial Institution Manager	n/a	04,06,08
11-3031.02	Financial Supervisor	n/a	09
11-3031.02	Fiscal Manager	n/a	09
11-3031.02	Fiscal Specialist	n/a	09
11-3031.02	Foreign Exchange Dealer	n/a	08
11-3031.02	International Bank Manager	n/a	09
11-3031.02	International Banker	n/a	09
11-3031.02	Investment Manager	n/a	04,06
11-3031.02	Investment Officer	n/a	09
11-3031.02	Loan Administrator	n/a	09
11-3031.02	Loan and Credit Manager	n/a	04,06
11-3031.02	Loan Manager	n/a	04,06
11-3031.02	Operations Officer	n/a	08
11-3031.02	Paymaster	n/a	04,06
11-3031.02	Regional Manager	n/a	02
11-3031.02	Reimbursement Director	n/a	09
11-3031.02	Relationship Manager	n/a	09
11-3031.02	Risk and Insurance Manager	n/a	08
11-3031.02	Risk Management Director	n/a	03
11-3031.02	Service Center Manager	n/a	02,08
11-3031.02	Trust Officer	n/a	08
11-3031.02	Vice President	n/a	02
11-3051.00	Area Plant Manager	n/a	02
11-3051.00	Branch Manager	n/a	08
11-3051.00	Brewing Director	n/a	08
11-3051.00	Bulk Plant Manager	n/a	04,06
11-3051.00	Car Construction Superintendent	n/a	08
11-3051.00	Concrete Mixing Plant Superintendent	n/a	08
11-3051.00	Correctional Facility Industries Superintendent	n/a	08
11-3051.00	Demand Planner	n/a	09
11-3051.00	Dental Laboratory Manager	n/a	08
11-3051.00	Director of Manufacturing	n/a	09
11-3051.00	Factory Manager	n/a	04,06
11-3051.00	Factory Superintendent	n/a	06
11-3051.00	Food Processing Plant Manager	n/a	08
11-3051.00	General Milling Superintendent	n/a	08
11-3051.00	General Production Manager	n/a	02
11-3051.00	General Supervisor	n/a	08
11-3051.00	Industrial Production Manager	n/a	04,06
11-3051.00	Maintenance Planner	n/a	09
11-3051.00	Manufacturer	n/a	04,06
11-3051.00	Manufacturing Coordinator	n/a	02
11-3051.00	Manufacturing Director	n/a	04,06
11-3051.00	Manufacturing Manager	n/a	02
11-3051.00	Manufacturing Planner	n/a	09
11-3051.00	Materials Coordinator	n/a	09
11-3051.00	Materials Planner	n/a	09
11-3051.00	Plant Chief	n/a	04,06
11-3051.00	Plant General Manager	n/a	09
11-3051.00	Plant Manager	n/a	02,04,06
11-3051.00	Plant Senior Manager	n/a	02
11-3051.00	Plant Superintendent	n/a	04,06
11-3051.00	Product Line Manager	n/a	02
11-3051.00	Production Control Manager	n/a	02,04,06
11-3051.00	Production Control Supervisor	n/a	04,06
11-3051.00	Production Foreman	n/a	08
11-3051.00	Production Manager	n/a	01,02,04,06
11-3051.00	Production Superintendent	n/a	04,06,08
11-3051.00	Quality Assurance Manager (QA Manager)	QA Manager	08,09
11-3051.00	Quality Assurance Supervisor (QA Supervisor)	QA Supervisor	10
11-3051.00	Quality Control Manager (QC Manager)	QC Manager	02,04,06,10
11-3051.00	Quality Controller	n/a	09
11-3051.00	Quality Manager	n/a	10
11-3051.00	Quality Supervisor	n/a	10
11-3051.00	Sawmill Manager	n/a	04,06
11-3051.00	Sub Plant Manager	n/a	02
11-3051.00	Superintendent	n/a	08
11-3051.00	Supervisor, Production, Managing	n/a	04,06
11-3051.00	Tablet and Capsule Manufacturing Department Manager	n/a	09
11-3051.00	Wine Maker	n/a	08
11-3051.01	Associate Director, QA	n/a	02
11-3051.01	Director of Quality	n/a	02
11-3051.01	Lab Manager	n/a	02
11-3051.01	Laboratory Manager	n/a	02
11-3051.01	QA Manager	n/a	02
11-3051.01	Quality Assurance Coordinator	n/a	08
11-3051.01	Quality Assurance Manager	n/a	02
11-3051.01	Quality Assurance Supervisor	n/a	10
11-3051.01	Quality Control	n/a	02
11-3051.01	Quality Control Director	n/a	08
11-3051.01	Quality Control Manager	n/a	02,08
11-3051.01	Quality Control Microbiology Supervisor	n/a	08
11-3051.01	Quality Control Supervisor	n/a	02,08
11-3051.01	Quality Control Systems Manager	n/a	08
11-3051.01	Quality Manager	n/a	02
11-3051.01	Quality Supervisor	n/a	10
11-3051.01	Safety Manager	n/a	10
11-3051.02	Decommissioning Well Site Manager	n/a	10
11-3051.02	Geothermal Operations Engineer	n/a	08
11-3051.02	Geothermal Operations Manager	n/a	08
11-3051.02	Geothermal Plant Manager	n/a	08
11-3051.02	Geothermal Production Manager	n/a	08
11-3051.02	Maintenance Manager	n/a	02
11-3051.02	Mitigation Supervisor	n/a	10
11-3051.02	Operations Manager	n/a	02
11-3051.02	Operations Supervisor	n/a	02
11-3051.02	Plant Manager	n/a	02
11-3051.02	Plant Operations Engineer	n/a	10
11-3051.02	Plant Supervisor	n/a	02
11-3051.02	Power Plant Operations Manager	n/a	02
11-3051.02	Site Manager	n/a	02
11-3051.03	Biodiesel Operations Manager	n/a	08
11-3051.03	Biodiesel Plant Manager	n/a	08
11-3051.03	Biodiesel Plant Operations Engineer	n/a	08
11-3051.03	Biodiesel Plant Superintendent	n/a	08
11-3051.03	Biofuels Operations Manager	n/a	08
11-3051.03	Biofuels Plant Manager	n/a	08
11-3051.03	Biofuels Plant Operations Engineer	n/a	08
11-3051.03	Biofuels Plant Superintendent	n/a	08
11-3051.03	Biofuels Production Manager	n/a	08
11-3051.03	Plant Operations Coordinator	n/a	10
11-3051.04	Biomass Plant Manager	n/a	08
11-3051.04	Biomass Power Plant Manager	n/a	08
11-3051.04	Biomass Power Plant Superintendent	n/a	08
11-3051.04	Biomass Production Manager	n/a	08
11-3051.04	Demand Generator Manager	n/a	10
11-3051.04	Fuel Manager	n/a	02
11-3051.04	Maintenance Manager	n/a	02
11-3051.04	Maintenance Supervisor	n/a	02
11-3051.04	O and M Supervisor	n/a	02
11-3051.04	Operations and Maintenance Manager	n/a	02
11-3051.04	Operations Manager	n/a	02
11-3051.04	Operations Supervisor	n/a	02
11-3051.04	Plant Manager	n/a	02
11-3051.04	Production Supervisor	n/a	02
11-3051.04	Production Support Manager	n/a	02
11-3051.04	Production Support Supervisor	n/a	02
11-3051.05	Collection Systems Administrator	n/a	10
11-3051.05	Collection Systems Consultant	n/a	10
11-3051.05	Collection Systems Foreman	n/a	10
11-3051.05	Collection Systems Modeler	n/a	10
11-3051.05	Collection Systems Worker	n/a	10
11-3051.05	Distribution Collection Operator	n/a	10
11-3051.05	Gas Collection System Operator	n/a	08
11-3051.05	Gas Operation Manager	n/a	08
11-3051.05	Gas Operations Analyst	n/a	10
11-3051.05	Gas Operations Superintendent	n/a	10
11-3051.05	Landfill Gas Collection Operator	n/a	08
11-3051.05	Landfill Gas Collection System Operator	n/a	08
11-3051.05	Methane Gas Collection System Operator	n/a	08
11-3051.05	Methane/Landfill Gas Collecting System Operator	n/a	08
11-3051.06	Chief Hydroelectric Station Operator	n/a	08
11-3051.06	Demand Generation Manager	n/a	10
11-3051.06	Generation Manager	n/a	10
11-3051.06	Hydro Generation Manager	n/a	08
11-3051.06	Hydro Generation Supervisor	n/a	10
11-3051.06	Hydro Plant Site Manager	n/a	08
11-3051.06	Hydroelectric Plant Power Generation Engineer	n/a	08
11-3051.06	Hydroelectric Production Manager	n/a	08
11-3051.06	Hydroelectric Station Chief	n/a	08
11-3061.00	Buyer	n/a	02
11-3061.00	Circuit Rider	n/a	04,06
11-3061.00	Circuit Walker	n/a	04,06
11-3061.00	Commissary Superintendent	n/a	08
11-3061.00	Commodity Manager	n/a	02
11-3061.00	Contract Administrator	n/a	04,06,08
11-3061.00	Contract Coordinator	n/a	04,06
11-3061.00	Contract Manager	n/a	04,06
11-3061.00	Contracting Manager	n/a	04
11-3061.00	Contracting Officer	n/a	09
11-3061.00	Contracts Specialist	n/a	09
11-3061.00	Demand Planner	n/a	09
11-3061.00	Director of Materials	n/a	02
11-3061.00	Director of Purchasing	n/a	02,04
11-3061.00	Director of Strategic Sourcing	n/a	02,04
11-3061.00	Division Merchandise Manager (DMM)	DMM	01
11-3061.00	General Merchandise Manager	n/a	01
11-3061.00	Import Coordinator	n/a	09
11-3061.00	Leasing Manager	n/a	04,06
11-3061.00	Livestock, Grain, Cotton and Other Farm Products Purchasing Director	n/a	04,06
11-3061.00	Material Manager	n/a	04,06
11-3061.00	Materials Coordinator	n/a	09
11-3061.00	Materials Manager	n/a	02
11-3061.00	Merchandise Director	n/a	04,06
11-3061.00	Merchandise Executive	n/a	04,06
11-3061.00	Merchandise Manager	n/a	04,06,08
11-3061.00	Merchandise Planner	n/a	09
11-3061.00	Merchandising Manager	n/a	09
11-3061.00	Procurement Agent	n/a	09
11-3061.00	Procurement Manager	n/a	02,04,06
11-3061.00	Procurement Officer	n/a	02,04,06
11-3061.00	Procurement Services Manager	n/a	08
11-3061.00	Property and Supply Officer	n/a	04,06
11-3061.00	Purchasing Agent	n/a	02
11-3061.00	Purchasing Analyst	n/a	09
11-3061.00	Purchasing Coordinator	n/a	09
11-3061.00	Purchasing Director	n/a	02,04
11-3061.00	Purchasing Manager	n/a	02,04
11-3061.00	Purchasing Officer	n/a	04,06
11-3061.00	Purchasing Supervisor	n/a	02
11-3061.00	Sourcing Manager	n/a	04,09
11-3061.00	Sourcing Specialist	n/a	09
11-3061.00	Strategic Sourcing Manager	n/a	10
11-3061.00	Subcontract Administrator	n/a	10
11-3061.00	Supply Chain Manager	n/a	02
11-3071.00	Airport Manager	n/a	04
11-3071.00	Cold Storage Supervisor	n/a	04
11-3071.00	Distribution Center Manager	n/a	04
11-3071.00	Logistics Manager	n/a	04
11-3071.00	Logistics Supply Officer	n/a	04
11-3071.00	Marine Oil Terminal Superintendent	n/a	04
11-3071.00	Traffic Safety Administrator	n/a	04
11-3071.00	Transportation Manager	n/a	04
11-3071.00	Warehouse Manager	n/a	04
11-3071.00	Warehouse Operations Manager	n/a	04
11-3071.01	Aerial Planting and Cultivation Manager	n/a	08
11-3071.01	Airline Dispatcher	n/a	09
11-3071.01	Airline Manager	n/a	04,06
11-3071.01	Airline Managerial Supervisor	n/a	04,06
11-3071.01	Airport Manager	n/a	04,06,08
11-3071.01	Auto Fleet Manager	n/a	04,06
11-3071.01	Automotive Services Manager	n/a	08
11-3071.01	Aviation Manager	n/a	09
11-3071.01	Boat Dispatcher	n/a	08
11-3071.01	Bridges Supervisor	n/a	04,06
11-3071.01	Bus System Operator	n/a	08
11-3071.01	Bus Transportation Manager	n/a	08
11-3071.01	Canal Superintendent	n/a	06
11-3071.01	Car Inspection and Repair Manager	n/a	08
11-3071.01	Cargo and Ramp Services Manager	n/a	08
11-3071.01	Chief Pilot	n/a	08
11-3071.01	Chief Wharfinger	n/a	08
11-3071.01	Communications and Signals Supervisor	n/a	08
11-3071.01	Director of Operations	n/a	02
11-3071.01	Dispatch Manager	n/a	09
11-3071.01	Division Road Supervisor	n/a	08
11-3071.01	Division Roadmaster	n/a	04,06
11-3071.01	Dock Superintendent	n/a	04,06
11-3071.01	Dockmaster	n/a	04,06
11-3071.01	Electric Shipyard Operator	n/a	08
11-3071.01	Fleet Manager	n/a	02
11-3071.01	Flight Control Manager	n/a	08
11-3071.01	Flight Operations Manager	n/a	08
11-3071.01	Flight Reservations Manager	n/a	08
11-3071.01	Flight Superintendent	n/a	04,06
11-3071.01	Freight Coordinator	n/a	02
11-3071.01	Freight Traffic Consultant	n/a	08
11-3071.01	General Agent	n/a	04,06
11-3071.01	General Car Yard Supervisor	n/a	08
11-3071.01	General Claims Agent	n/a	08
11-3071.01	General Freight Agent	n/a	04,06
11-3071.01	General Operations Agent	n/a	08
11-3071.01	General Road Foreman	n/a	04,06
11-3071.01	General Road Supervisor	n/a	04
11-3071.01	Global Transportation Manager	n/a	02
11-3071.01	Harbor Department Manager	n/a	08
11-3071.01	Head of Transport Logistics	n/a	01
11-3071.01	International Trade Specialist	n/a	09
11-3071.01	Marine Oil Terminal Superintendent	n/a	08
11-3071.01	Marine Superintendent	n/a	08
11-3071.01	Operations Specialist	n/a	10
11-3071.01	Passenger Service Manager	n/a	04,06
11-3071.01	Port Traffic Manager	n/a	08
11-3071.01	Railroad Car Inspection and Repair Regional Superintendent	n/a	08
11-3071.01	Schedule Planning Manager	n/a	08
11-3071.01	Station Manager	n/a	08
11-3071.01	Station Master	n/a	04,06
11-3071.01	Station Supervisor	n/a	04,06
11-3071.01	Stations Superintendent	n/a	08
11-3071.01	Terminal Manager	n/a	04,06
11-3071.01	Terminal Operations Supervisor	n/a	08
11-3071.01	Terminal Superintendent	n/a	08
11-3071.01	Traffic Director	n/a	09
11-3071.01	Traffic Manager	n/a	01,02,04,06,08
11-3071.01	Traffic Safety Administrator	n/a	04,06
11-3071.01	Traffic Superintendent	n/a	04,06
11-3071.01	Traffic Supervisor	n/a	04,06
11-3071.01	Train Master	n/a	02,04,06
11-3071.01	Train Operations Manager	n/a	02
11-3071.01	Train Operations Supervisor	n/a	08
11-3071.01	Train System Operator	n/a	08
11-3071.01	Trainmaster	n/a	02
11-3071.01	Transportation Assistant	n/a	09
11-3071.01	Transportation Broker	n/a	09
11-3071.01	Transportation Consultant	n/a	09
