O*NET-SOC Code	Reported Job Title	Shown in My Next Move
13-1199.02	Security Analyst	Y
13-1199.02	Security Consultant	Y
13-1199.02	Security Specialist	N
13-1199.03	Customs Broker	Y
13-1199.03	Customs Compliance Director	Y
13-1199.03	Import Manager	Y
13-1199.04	Business Continuity Analyst	Y
13-1199.04	Business Continuity and Crisis Management Director	Y
13-1199.04	Business Continuity Coordinator	Y
13-1199.04	Business Continuity Global Director	N
13-1199.04	Business Continuity Management Director	N
13-1199.04	Business Continuity Manager	Y
13-1199.04	Business Continuity Planning Director	N
13-1199.04	Business Continuity Strategy Director	N
13-1199.04	IT Disaster Recovery Manager (Information Technology Disaster Recovery Manager)	N
13-1199.04	IT Service Continuity Supervisor (Information Technology Service Continuity Supervisor)	N
13-1199.05	Champion of Sustainable Design	N
13-1199.05	Chief Specialist, LEED (Chief Specialist, Leadership in Energy and Environmental Design)	N
13-1199.05	Lead Sustainability Specialist	N
13-1199.05	Senior Sustainability Advisor	N
13-1199.05	Senior Sustainability Consultant	N
13-1199.05	Sustainability Consultant	Y
13-1199.05	Sustainability Coordinator	Y
13-1199.05	Sustainability Specialist	Y
13-1199.05	Sustainable Design Consultant	N
13-1199.05	Sustainable Design Coordinator	Y
13-1199.06	Marketing Director	Y
13-1199.06	Marketing Specialist	N
13-1199.06	Master Hearth Technician	Y
13-1199.06	Online Marketing Manager	N
13-1199.06	Online Services Manager	Y
13-1199.06	Owner, E Commerce Company	N
13-1199.06	Social Media Director	N
13-1199.06	Supervisor of Operations	Y
13-1199.06	Vice President of Marketing	N
13-1199.06	Wholesale Representative	N
13-2011.01	Accountant	Y
13-2011.01	Accounting Manager	Y
13-2011.01	Accounting Officer	N
13-2011.01	Accounting Supervisor	N
13-2011.01	Business Analyst	N
13-2011.01	Certified Public Accountant (CPA)	Y
13-2011.01	Cost Accountant	N
13-2011.01	Financial Reporting Accountant	N
13-2011.01	General Accountant	N
13-2011.01	Staff Accountant	Y
13-2011.02	Assurance Manager	Y
13-2011.02	Assurance Senior	N
13-2011.02	Audit Manager	N
13-2011.02	Audit Partner	N
13-2011.02	Auditor	Y
13-2011.02	Auditor-in-Charge	Y
13-2011.02	Deputy for Audit	N
13-2011.02	Financial Auditor	N
13-2011.02	Internal Audit Director	N
13-2011.02	Internal Auditor	Y
13-2021.01	Appraiser	Y
13-2021.01	Assessor	Y
13-2021.01	Commercial Appraiser	Y
13-2021.01	County Assessor	N
13-2021.01	Deputy Assessor	N
13-2021.01	Field Appraiser	N
13-2021.01	Personal Property Appraiser	N
13-2021.01	Real Property Appraiser	N
13-2021.01	Residential Appraiser	Y
13-2021.01	Tax Assessor	N
13-2021.02	Appraiser	Y
13-2021.02	Certified Real Estate Appraiser	Y
13-2021.02	Certified Residential Real Estate Appraiser	N
13-2021.02	Commercial Real Estate Appraiser	N
13-2021.02	Real Estate Appraiser	Y
13-2021.02	Real Property Appraiser	N
13-2021.02	Residential Fee Appraiser	N
13-2021.02	Residential Real Estate Appraiser	N
13-2021.02	Staff Appraiser	N
13-2021.02	Valuation Consultant	Y
13-2031.00	Accounting Supervisor	N
13-2031.00	Budget Analyst	Y
13-2031.00	Budget and Policy Analyst	Y
13-2031.00	Budget Coordinator	N
13-2031.00	Budget Officer	Y
13-2031.00	Chief Financial Officer (CFO)	Y
13-2031.00	Cost Accountant	N
13-2031.00	Staff Analyst	N
13-2041.00	Analyst	Y
13-2041.00	Credit Administrator	N
13-2041.00	Credit Analyst	Y
13-2041.00	Credit and Collections Analyst	N
13-2041.00	Credit Manager	Y
13-2041.00	Credit Representative	N
13-2041.00	Credit Risk Analyst	N
13-2041.00	Risk Analyst	N
13-2041.00	Underwriter	Y
13-2051.00	Credit Products Officer	N
13-2051.00	Equity Research Analyst	Y
13-2051.00	Financial Analyst	Y
13-2051.00	Investment Analyst	Y
13-2051.00	Operational Risk Analyst	N
13-2051.00	Planning Analyst	N
13-2051.00	Real Estate Analyst	N
13-2051.00	Research Analyst	N
13-2051.00	Securities Analyst	Y
13-2052.00	Account Executive	N
13-2052.00	Analyst	N
13-2052.00	Certified Financial Planner (CFP)	Y
13-2052.00	Financial Advisor	Y
13-2052.00	Financial Consultant	N
13-2052.00	Financial Counselor	N
13-2052.00	Financial Planner	Y
13-2052.00	Investment Advisor	N
13-2052.00	Portfolio Manager	Y
13-2052.00	Registered Representative	N
13-2053.00	Account Underwriter	Y
13-2053.00	Automobile and Property Underwriter	N
13-2053.00	Commercial Lines Underwriter	N
13-2053.00	Commercial Underwriter	N
13-2053.00	Customer Service Representative	Y
13-2053.00	Health Underwriter	N
13-2053.00	Life Underwriter	N
13-2053.00	Personal Lines Underwriter	Y
13-2053.00	Underwriter	Y
13-2053.00	Underwriting Director	N
13-2061.00	Bank Secrecy Act Anti-Money Laundering Officer (BSA/AML Officer)	N
13-2061.00	Community Reinvestment Act Officer (CRA Officer)	N
13-2061.00	Credit Union Examiner	Y
13-2061.00	Credit Union Field Examiner	N
13-2061.00	Examining Officer	Y
13-2061.00	Home Mortgage Disclosure Act Specialist (HMDA Specialist)	N
13-2061.00	Principal Examiner	Y
13-2061.00	Senior Capital Markets Specialist	N
13-2061.00	Senior Examiner	N
13-2061.00	Supervisory Examiner	Y
13-2071.00	Assistant Director for Financial Literacy	Y
13-2071.00	Certified Consumer Credit and Housing Counselor	Y
13-2071.00	Certified Credit Counselor	Y
13-2071.00	Certified Personal Finance Counselor	N
13-2071.00	Counseling Program Leader	N
13-2071.00	Counselor	N
13-2071.00	Credit Counselor	Y
13-2071.00	Financial Coach	N
13-2071.00	Financial Health Counselor	N
13-2071.00	Financial Wellness Coach	N
13-2071.01	Commercial Lending Vice President	N
13-2071.01	Financial Aid Administrator	Y
13-2071.01	Financial Aid Advisor	N
13-2071.01	Financial Aid Counselor	Y
13-2071.01	Financial Aid Director	Y
13-2071.01	Financial Aid Officer	N
13-2071.01	Financial Assistance Advisor	Y
13-2071.01	Lending Services Manager	N
13-2071.01	Loan Counselor	N
13-2071.01	Pell Coordinator	N
13-2072.00	Branch Manager	Y
13-2072.00	Business Banking Officer	N
13-2072.00	Commercial Banker	N
13-2072.00	Commercial Loan Officer	N
13-2072.00	Corporate Banking Officer	N
13-2072.00	Loan Officer	Y
13-2072.00	Mortgage Loan Officer	Y
13-2072.00	Mortgage Loan Originator	N
13-2072.00	Portfolio Manager	N
13-2072.00	Relationship Manager	Y
13-2081.00	City Tax Auditor	N
13-2081.00	Delinquent Tax Collection Assistant	N
13-2081.00	Revenue Agent	Y
13-2081.00	Revenue Collector	N
13-2081.00	Revenue Officer	Y
13-2081.00	Revenue Specialist	N
13-2081.00	Tax Auditor	Y
13-2081.00	Tax Collector	N
13-2081.00	Tax Compliance Officer	N
13-2081.00	Tax Examiner	Y
13-2082.00	Certified Income Tax Preparer (CTP)	N
13-2082.00	Corporate Tax Preparer	N
13-2082.00	Enrolled Agent	N
13-2082.00	Income Tax Preparer	Y
13-2082.00	Master Tax Advisor	N
13-2082.00	Tax Advisor	Y
13-2082.00	Tax Associate	N
13-2082.00	Tax Consultant	Y
13-2082.00	Tax Preparer	Y
13-2082.00	Tax Specialist	N
13-2099.02	Chief Risk Officer	Y
13-2099.02	Credit Risk Management Director	Y
13-2099.02	Global Risk Management Director	N
13-2099.02	Risk and Insurance Consultant	N
13-2099.02	Risk Management Director	Y
13-2099.02	Risk Manager	Y
13-2099.04	Certified Fraud Examiner	Y
13-2099.04	Inspector General	Y
13-2099.04	Investigator	Y
13-2099.04	Special Agent	Y
13-2099.04	Special Investigation Unit Investigator	N
15-1111.00	Computer Scientist	Y
15-1111.00	Control System Computer Scientist	Y
15-1111.00	Scientific Programmer Analyst	Y
15-1121.00	Applications Analyst	N
15-1121.00	Business Analyst	N
15-1121.00	Business Systems Analyst	Y
15-1121.00	Computer Analyst	N
15-1121.00	Computer Systems Analyst	Y
15-1121.00	Computer Systems Consultant	N
15-1121.00	Information Systems Analyst (ISA)	N
15-1121.00	Programmer Analyst	Y
15-1121.00	Systems Analyst	Y
15-1121.00	Systems Engineer	N
15-1121.01	Business Consultant, Clinical Informatics	Y
15-1121.01	Clinical Applications Specialist	N
15-1121.01	Clinical Coordinator	N
15-1121.01	Clinical Informatics Director	Y
15-1121.01	Clinical Informatics Specialist	N
15-1121.01	Clinical Informatics Strategist	N
15-1121.01	Clinical Information Systems Director	Y
15-1121.01	Consultant	Y
15-1121.01	Director Clinical Information Services	N
15-1121.01	Nursing Information Systems Coordinator	N
15-1122.00	Computer Security Specialist	N
15-1122.00	Computer Specialist	N
15-1122.00	Data Security Administrator	Y
15-1122.00	Information Security Analyst	Y
15-1122.00	Information Security Manager	N
15-1122.00	Information Security Officer	Y
15-1122.00	Information Security Specialist	N
15-1122.00	Information Systems Security Analyst	N
15-1122.00	Information Technology Security Analyst	N
15-1122.00	Information Technology Specialist	Y
15-1131.00	Analyst Programmer	Y
15-1131.00	Applications Developer	N
15-1131.00	Computer Programmer	Y
15-1131.00	Computer Programmer Analyst	N
15-1131.00	Internet Programmer	N
15-1131.00	Java Developer	N
15-1131.00	Programmer	Y
15-1131.00	Programmer Analyst	Y
15-1131.00	Software Developer	N
15-1131.00	Web Programmer	N
15-1132.00	Application Integration Engineer	Y
15-1132.00	Applications Developer	N
15-1132.00	Business Systems Analyst	N
15-1132.00	Computer Consultant	N
15-1132.00	Programmer Analyst	Y
15-1132.00	Software Architect	N
15-1132.00	Software Developer	N
15-1132.00	Software Development Engineer	Y
15-1132.00	Software Engineer	Y
15-1132.00	Technical Consultant	N
15-1133.00	Developer	N
15-1133.00	Infrastructure Engineer	N
15-1133.00	Network Engineer	N
15-1133.00	Publishing Systems Analyst	N
15-1133.00	Senior Software Engineer	N
15-1133.00	Software Architect	Y
15-1133.00	Software Developer	Y
15-1133.00	Software Engineer	Y
15-1133.00	Systems Coordinator	N
15-1133.00	Systems Engineer	Y
15-1134.00	Web Designer	Y
15-1134.00	Web Developer	Y
15-1134.00	Webmaster	Y
15-1141.00	Database Administration Manager	Y
15-1141.00	Database Administrator (DBA)	Y
15-1141.00	Database Analyst	Y
15-1141.00	Database Coordinator	Y
15-1141.00	Database Programmer	N
15-1141.00	Information Systems Manager	N
15-1141.00	Management Information Systems Director (MIS Director)	N
15-1141.00	Programmer Analyst	N
15-1141.00	Systems Manager	N
15-1142.00	Information Technology Director (IT Director)	N
15-1142.00	Information Technology Manager (IT Manager)	N
15-1142.00	Information Technology Specialist (IT Specialist)	Y
15-1142.00	Local Area Network Administrator (LAN Administrator)	N
15-1142.00	Network Administrator	Y
15-1142.00	Network Engineer	Y
15-1142.00	Network Manager	N
15-1142.00	Network Specialist	N
15-1142.00	Systems Administrator	Y
15-1142.00	Systems Engineer	N
15-1143.00	Network Analyst	Y
15-1143.00	Network Consultant	N
15-1143.00	Network Engineer	Y
15-1143.00	Network Manager	N
15-1143.00	Networking Systems and Distributed Systems Engineer	N
15-1143.00	System Programmer	N
15-1143.00	Systems Analyst	Y
15-1143.00	Systems Engineer	Y
15-1143.00	Telecommunications Analyst	N
15-1143.00	Telecommunications Engineer	N
15-1143.01	Consultant	Y
15-1143.01	Network Technician	Y
15-1143.01	Principal Consultant	N
15-1143.01	Registered Communications Distribution Designer (RCDD)	N
15-1143.01	Senior Consultant	N
15-1143.01	Senior Telecommunications Consultant	N
15-1143.01	Telecom Network Manager (Telecommunication Network Manager)	N
15-1143.01	Telecommunication Engineer	Y
15-1143.01	Telecommunication Systems Designer	N
15-1143.01	Telecommunications Consultant	Y
15-1151.00	Computer Specialist	N
15-1151.00	Computer Support Specialist	Y
15-1151.00	Computer Technician	Y
15-1151.00	Electronic Data Processing Auditor (EDP Auditor)	N
15-1151.00	Help Desk Analyst	N
15-1151.00	Information Technology Specialist (IT Specialist)	Y
15-1151.00	Network Support Specialist	N
15-1151.00	Network Technician	N
15-1151.00	Support Specialist	Y
15-1151.00	Technical Support Specialist	N
15-1152.00	Computer Network Specialist	N
15-1152.00	IT Consultant (Information Technology Consultant)	N
15-1152.00	Network Engineer	Y
15-1152.00	Network Specialist	Y
15-1152.00	Network Support Specialist	N
15-1152.00	Network Technical Analyst	Y
15-1152.00	Network Technician	Y
15-1152.00	Personal Computer Network Analyst	N
15-1152.00	Senior IT Assistant (Senior Information Technology Assistant)	N
15-1152.00	Systems Specialist	N
15-1199.01	Product Assurance Engineer	N
15-1199.01	Quality Assurance Analyst (QA Analyst)	Y
15-1199.01	Quality Assurance Director (QA Director)	Y
15-1199.01	Software Quality Assurance Engineer (SQA Engineer)	Y
15-1199.01	Software Quality Engineer	Y
15-1199.01	Software Test Engineer	N
15-1199.02	Electronic Data Interchange System Developer (EDI System Developer)	Y
15-1199.02	System Architect	Y
15-1199.02	Systems Engineer	Y
15-1199.03	Corporate Webmaster	Y
15-1199.03	Information Technology Manager (IT Manager)	Y
15-1199.03	Web Site Manager	Y
15-1199.04	Geographic Information Systems Administrator (GIS Administrator)	N
15-1199.04	Geographic Information Systems Analyst (GIS Analyst)	Y
15-1199.04	Geographic Information Systems Coordinator (GIS Coordinator)	Y
15-1199.04	Geographic Information Systems Manager (GIS Manager)	N
15-1199.04	Geographic Information Systems Specialist (GIS Specialist)	N
15-1199.04	Geographical Information System Analyst (GIS Analyst)	Y
15-1199.04	Geospatial Intelligence Subject Matter Expert	Y
15-1199.04	Geospatial Program Management Officer	N
15-1199.04	Resource Analyst	N
15-1199.04	Technical Leader	N
15-1199.05	Cartographer	Y
15-1199.05	Geographic Information Systems Analyst (GIS Analyst)	Y
15-1199.05	Geographic Information Systems Coordinator (GIS Coordinator)	N
15-1199.05	Geographic Information Systems Specialist (GIS Specialist)	Y
15-1199.05	Geographic Information Systems Technician (GIS Technician)	Y
15-1199.05	Technical Support Specialist	N
15-1199.06	Data Administrator	N
15-1199.06	Data Architect	Y
15-1199.06	Data Officer	N
15-1199.06	Database Architect	Y
15-1199.06	Database Consultant	N
15-1199.06	Information Architect	Y
15-1199.06	Information Modeling Engineer Specialist	N
15-1199.06	Information Technology Architect (IT Architect)	N
15-1199.06	System Engineer	N
15-1199.06	Technical Operations Vice President	Y
15-1199.08	Business Intelligence Analyst	Y
15-1199.08	Business Intelligence Manager	Y
15-1199.08	Commercial Intelligence Manager	N
15-1199.08	Competitive Intelligence Analyst	Y
15-1199.08	Consultant, Strategic Business and Technology Intelligence	N
15-1199.08	Director of Enterprise Strategy	N
15-1199.08	Director of Market Intelligence	N
15-1199.08	Director, Global Intelligence	N
15-1199.08	Intelligence Analyst	N
15-1199.08	Manager, Market Intelligence	Y
15-1199.09	IT Manager	N
15-1199.09	IT Project Manager	Y
15-1199.09	Manager of IT	N
15-1199.09	Program Manager	Y
15-1199.09	Project Manager	Y
15-1199.09	Project Manager/Team Coach	Y
15-1199.09	Senior Lead Project Manager	N
15-1199.09	Senior Project Leader/Team Lead	N
15-1199.09	Technical Project Lead (Project Manager)	N
15-1199.09	Transition Program Manager	N
15-1199.10	Channel Supervisor	N
15-1199.10	Director of Audience Generation, Search, & Analytics	N
15-1199.10	Director of Online Marketing Strategy & Performance	N
15-1199.10	Director of Search Engine Optimization (Director of SEO)	Y
15-1199.10	Director, Search Marketing Strategies	N
15-1199.10	Ecommerce Marketing Manager	Y
15-1199.10	Internet Marketing Consultant	N
15-1199.10	Internet Marketing Specialist	Y
15-1199.10	Senior Search Engine Optimization Associate (Senior SEO Associate)	N
15-1199.10	Senior Search Engine Optimization Specialist (Senior SEO Specialist)	Y
15-1199.11	Design Director	Y
15-1199.11	Designer/Writer	N
15-1199.11	Game Designer	Y
15-1199.11	Game Designer/Creative Director	N
15-1199.11	Lead Designer	N
15-1199.11	Lead Game Designer	N
15-1199.11	Lead Level Designer	N
15-1199.11	Mid Level Game Designer	N
15-1199.11	Senior Game Designer	Y
15-1199.11	World Designer	Y
15-1199.12	Business Process Analyst	Y
15-1199.12	Business Records Manager	Y
15-1199.12	Document Control Manager	Y
15-1199.12	Document Control, Electronic Content, and Records Manager	N
15-1199.12	Document Management Consultant	N
15-1199.12	Implementation Specialist	N
15-1199.12	IT Project Manager	N
15-1199.12	Manager, Enterprise Content Management	N
15-1199.12	Record Systems Analyst	N
15-1199.12	Records Manager	Y
15-2011.00	Actuarial Analyst	Y
15-2011.00	Actuarial Assistant	N
15-2011.00	Actuarial Associate	N
15-2011.00	Actuarial Consultant	N
15-2011.00	Actuary	Y
15-2011.00	Consulting Actuary	N
15-2011.00	Health Actuary	N
15-2011.00	Pricing Actuary	Y
15-2011.00	Pricing Analyst	N
15-2011.00	Product Development Actuary	Y
15-2021.00	Agent-Based Modeler	Y
15-2021.00	Computational Scientist	N
15-2021.00	Cryptographer	N
15-2021.00	Cryptographic Vulnerability Analyst	N
15-2021.00	Director of Quantitative Research	N
15-2021.00	Emerging Solutions Executive	N
15-2021.00	Image Scientist	N
15-2021.00	Lead Simulation Modeling Engineer	Y
15-2021.00	Research Scientist	Y
15-2021.00	Scientist	Y
15-2031.00	Analytical Strategist	Y
